@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute accLH {0,1,2,3,4,5}
@attribute buttonsLH {0,1,2,3}
@attribute accRH {0,1,2,3,4,5}
@attribute buttonsRH {0,1,2,3}

@data
1939,'2018/04/23 22:31:25:134',107,487,522,261,0,0,487,522,261,0,0,?,?,?,?
1940,'2018/04/23 22:31:25:229',107,479,522,261,0,0,479,522,261,0,0,?,?,?,?
1941,'2018/04/23 22:31:25:328',107,483,519,257,0,0,483,519,257,0,0,?,?,?,?
1942,'2018/04/23 22:31:25:423',107,479,519,253,0,0,479,519,253,0,0,?,?,?,?
1943,'2018/04/23 22:31:25:514',107,479,519,253,0,0,487,515,245,0,0,?,?,?,?
1944,'2018/04/23 22:31:25:518',107,479,519,253,0,0,487,515,245,0,0,?,?,?,?
1945,'2018/04/23 22:31:25:613',107,487,530,257,0,0,487,530,257,0,0,?,?,?,?
1946,'2018/04/23 22:31:25:710',107,483,526,257,0,0,483,526,257,0,0,?,?,?,?
1947,'2018/04/23 22:31:25:805',107,487,519,253,0,0,487,519,253,0,0,?,?,?,?
1948,'2018/04/23 22:31:25:899',107,511,511,249,0,0,511,511,249,0,0,?,?,?,?
1949,'2018/04/23 22:31:25:996',107,511,511,249,0,0,460,519,253,0,0,?,?,?,?
1950,'2018/04/23 22:31:25:999',107,511,511,249,0,0,460,519,253,0,0,?,?,?,?
1951,'2018/04/23 22:31:26:190',107,483,507,265,0,0,483,507,265,0,0,?,?,?,?
1952,'2018/04/23 22:31:26:284',107,479,538,245,0,0,479,538,245,0,0,?,?,?,?
1953,'2018/04/23 22:31:26:380',107,479,522,253,0,0,479,522,253,0,0,?,?,?,?
1954,'2018/04/23 22:31:26:478',107,487,519,257,0,0,487,519,257,0,0,?,?,?,?
1955,'2018/04/23 22:31:26:578',107,483,522,253,0,0,483,522,253,0,0,?,?,?,?
1956,'2018/04/23 22:31:26:668',107,479,522,249,0,0,479,522,249,0,0,?,?,?,?
1957,'2018/04/23 22:31:31:754',108,515,526,253,0,0,460,519,253,0,0,?,?,?,?
1958,'2018/04/23 22:31:31:756',108,515,526,253,0,0,460,519,253,0,0,?,?,?,?
1959,'2018/04/23 22:31:31:853',108,519,526,261,0,0,519,526,261,0,0,?,?,?,?
1960,'2018/04/23 22:31:31:949',108,511,526,253,0,0,511,526,253,0,0,?,?,?,?
1961,'2018/04/23 22:31:32:048',108,511,526,253,0,0,511,526,253,0,0,?,?,?,?
1962,'2018/04/23 22:31:32:143',108,511,526,249,0,0,511,526,249,0,0,?,?,?,?
1963,'2018/04/23 22:31:32:237',108,507,522,257,0,0,507,522,257,0,0,?,?,?,?
1964,'2018/04/23 22:31:32:335',108,511,526,257,0,0,511,526,257,0,0,?,?,?,?
1965,'2018/04/23 22:31:32:432',108,511,526,253,0,0,511,526,253,0,0,?,?,?,?
1966,'2018/04/23 22:31:32:525',108,511,526,253,0,0,511,526,253,0,0,?,?,?,?
1967,'2018/04/23 22:31:32:621',108,511,526,253,0,0,511,526,253,0,0,?,?,?,?
1968,'2018/04/23 22:31:32:714',108,511,526,253,0,0,460,519,257,0,0,?,?,?,?
1969,'2018/04/23 22:31:32:716',108,511,526,253,0,0,460,519,257,0,0,?,?,?,?
1970,'2018/04/23 22:31:32:814',108,511,526,249,0,0,511,526,249,0,0,?,?,?,?
1971,'2018/04/23 22:31:32:909',108,507,526,249,0,0,507,526,249,0,0,?,?,?,?
1972,'2018/04/23 22:31:33:005',108,515,526,253,0,0,515,526,253,0,0,?,?,?,?
1973,'2018/04/23 22:31:33:100',108,511,526,257,0,0,511,526,257,0,0,?,?,?,?
1974,'2018/04/23 22:31:33:199',108,511,526,257,0,0,460,519,253,0,0,?,?,?,?
1975,'2018/04/23 22:31:33:296',108,515,522,257,0,0,515,522,257,0,0,?,?,?,?
1976,'2018/04/23 22:31:33:389',108,511,526,257,0,0,511,526,257,0,0,?,?,?,?
1977,'2018/04/23 22:31:33:483',108,511,526,257,0,0,511,526,257,0,0,?,?,?,?
1978,'2018/04/23 22:31:33:581',108,511,526,253,0,0,511,526,253,0,0,?,?,?,?
1979,'2018/04/23 22:31:33:681',108,511,519,261,0,0,511,519,261,0,0,?,?,?,?
1980,'2018/04/23 22:31:33:772',108,511,522,253,0,0,511,522,253,0,0,?,?,?,?
1981,'2018/04/23 22:31:33:869',108,515,522,253,0,0,515,522,253,0,0,?,?,?,?
1982,'2018/04/23 22:31:33:965',108,511,526,253,0,0,511,526,253,0,0,?,?,?,?
1983,'2018/04/23 22:31:34:060',108,511,522,253,0,0,511,522,253,0,0,?,?,?,?
1984,'2018/04/23 22:31:34:155',108,511,522,253,0,0,468,511,253,0,0,?,?,?,?
1985,'2018/04/23 22:31:34:253',108,511,522,253,0,0,511,522,253,0,0,?,?,?,?
1986,'2018/04/23 22:31:34:350',108,507,522,253,0,0,507,522,253,0,0,?,?,?,?
1987,'2018/04/23 22:31:34:447',108,515,522,253,0,0,515,522,253,0,0,?,?,?,?
1988,'2018/04/23 22:31:34:541',108,515,522,253,0,0,515,522,253,0,0,?,?,?,?
1989,'2018/04/23 22:31:34:635',108,515,522,253,0,0,460,503,261,0,0,?,?,?,?
1990,'2018/04/23 22:31:34:735',108,522,519,261,0,0,522,519,261,0,0,?,?,?,?
1991,'2018/04/23 22:31:34:924',108,511,519,253,0,0,511,519,253,0,0,?,?,?,?
1992,'2018/04/23 22:31:35:021',108,519,522,253,0,0,519,522,253,0,0,?,?,?,?
1993,'2018/04/23 22:31:35:118',108,507,519,253,0,0,507,519,253,0,0,?,?,?,?
1994,'2018/04/23 22:31:35:218',108,511,526,253,0,0,511,526,253,0,0,?,?,?,?
1995,'2018/04/23 22:31:35:309',108,507,526,253,0,0,507,526,253,0,0,?,?,?,?
1996,'2018/04/23 22:31:35:405',108,503,526,245,0,0,503,526,245,0,0,?,?,?,?
1997,'2018/04/23 22:31:35:500',108,503,519,257,0,0,503,519,257,0,0,?,?,?,?
1998,'2018/04/23 22:31:56:776',109,507,507,253,0,0,495,503,249,0,0,?,?,?,?
1999,'2018/04/23 22:31:56:874',109,507,507,249,0,0,507,507,249,0,0,?,?,?,?
2000,'2018/04/23 22:31:56:968',109,507,511,253,0,0,507,511,253,0,0,?,?,?,?
2001,'2018/04/23 22:31:57:065',109,507,511,253,0,0,507,511,253,0,0,?,?,?,?
2002,'2018/04/23 22:31:57:162',109,507,511,253,0,0,507,511,253,0,0,?,?,?,?
2003,'2018/04/23 22:31:57:258',109,507,511,253,0,0,507,511,253,0,0,?,?,?,?
2004,'2018/04/23 22:31:57:352',109,507,511,253,0,0,507,511,253,0,0,?,?,?,?
2005,'2018/04/23 22:31:57:448',109,507,511,253,0,0,507,511,253,0,0,?,?,?,?
2006,'2018/04/23 22:31:57:546',109,507,511,253,0,0,507,511,253,0,0,?,?,?,?
2007,'2018/04/23 22:31:57:645',109,507,511,253,0,0,507,511,253,0,0,?,?,?,?
2008,'2018/04/23 22:31:57:734',109,507,511,253,0,0,503,507,245,0,0,?,?,?,?
2009,'2018/04/23 22:31:57:736',109,507,511,253,0,0,503,507,245,0,0,?,?,?,?
2010,'2018/04/23 22:31:57:832',109,507,511,253,0,0,507,511,253,0,0,?,?,?,?
2011,'2018/04/23 22:31:57:928',109,507,511,253,0,0,507,511,253,0,0,?,?,?,?
2012,'2018/04/23 22:31:58:027',109,507,511,253,0,0,507,511,253,0,0,?,?,?,?
2013,'2018/04/23 22:31:58:120',109,507,511,253,0,0,507,511,253,0,0,?,?,?,?
2014,'2018/04/23 22:31:58:214',109,507,511,253,0,0,499,503,253,0,0,?,?,?,?
2015,'2018/04/23 22:31:58:216',109,507,511,253,0,0,499,503,253,0,0,?,?,?,?
2016,'2018/04/23 22:31:58:314',109,507,511,253,0,0,507,511,253,0,0,?,?,?,?
2017,'2018/04/23 22:31:58:412',109,507,511,253,0,0,507,511,253,0,0,?,?,?,?
2018,'2018/04/23 22:31:58:504',109,507,511,253,0,0,507,511,253,0,0,?,?,?,?
2019,'2018/04/23 22:31:58:600',109,507,507,253,0,0,507,507,253,0,0,?,?,?,?
2020,'2018/04/23 22:31:58:696',109,507,511,253,0,0,507,511,253,0,0,?,?,?,?
2021,'2018/04/23 22:31:58:795',109,507,511,253,0,0,507,511,253,0,0,?,?,?,?
2022,'2018/04/23 22:31:58:887',109,507,511,253,0,0,507,511,253,0,0,?,?,?,?
2023,'2018/04/23 22:31:58:985',109,507,511,253,0,0,507,511,253,0,0,?,?,?,?
2024,'2018/04/23 22:31:59:081',109,507,511,253,0,0,507,511,253,0,0,?,?,?,?
2025,'2018/04/23 22:31:59:176',109,507,511,253,0,0,503,503,241,0,0,?,?,?,?
2026,'2018/04/23 22:31:59:272',109,503,511,253,0,0,503,511,253,0,0,?,?,?,?
2027,'2018/04/23 22:31:59:370',109,507,511,253,0,0,507,511,253,0,0,?,?,?,?
2028,'2018/04/23 22:31:59:464',109,507,511,253,0,0,507,511,253,0,0,?,?,?,?
2029,'2018/04/23 22:31:59:563',109,507,511,253,0,0,507,511,253,0,0,?,?,?,?
2030,'2018/04/23 22:31:59:655',109,507,511,253,0,0,511,495,245,0,0,?,?,?,?
2031,'2018/04/23 22:31:59:753',109,507,511,253,0,0,507,511,253,0,0,?,?,?,?
2032,'2018/04/23 22:31:59:849',109,507,511,253,0,0,507,511,253,0,0,?,?,?,?
2033,'2018/04/23 22:31:59:948',109,507,507,253,0,0,507,507,253,0,0,?,?,?,?
2034,'2018/04/23 22:32:00:040',109,503,511,253,0,0,503,511,253,0,0,?,?,?,?
2035,'2018/04/23 22:32:00:137',109,507,511,253,0,0,507,511,253,0,0,?,?,?,?
2036,'2018/04/23 22:32:00:232',109,507,511,253,0,0,507,511,253,0,0,?,?,?,?
2037,'2018/04/23 22:32:00:330',109,507,511,253,0,0,507,511,253,0,0,?,?,?,?
2038,'2018/04/23 22:32:00:425',109,507,511,253,0,0,507,511,253,0,0,?,?,?,?
2039,'2018/04/23 22:32:00:520',109,507,511,253,0,0,507,511,253,0,0,?,?,?,?
2040,'2018/04/23 22:32:00:616',109,507,511,253,0,0,507,511,253,0,0,?,?,?,?
2041,'2018/04/23 22:32:00:811',109,507,511,253,0,0,507,511,253,0,0,?,?,?,?
2042,'2018/04/23 22:32:00:905',109,507,511,253,0,0,507,511,253,0,0,?,?,?,?
2043,'2018/04/23 22:32:01:001',109,507,511,253,0,0,507,511,253,0,0,?,?,?,?
2044,'2018/04/23 22:32:01:095',109,507,511,253,0,0,507,499,245,0,0,?,?,?,?
2045,'2018/04/23 22:32:01:100',109,507,511,253,0,0,507,499,245,0,0,?,?,?,?
2046,'2018/04/23 22:32:01:195',109,507,511,253,0,0,507,511,253,0,0,?,?,?,?
2047,'2018/04/23 22:32:01:288',109,507,511,253,0,0,507,511,253,0,0,?,?,?,?
2048,'2018/04/23 22:32:01:386',109,503,511,253,0,0,503,511,253,0,0,?,?,?,?
2049,'2018/04/23 22:32:01:480',109,507,511,249,0,0,507,511,249,0,0,?,?,?,?
2050,'2018/04/23 22:32:01:581',109,507,511,253,0,0,507,511,253,0,0,?,?,?,?
2051,'2018/04/23 22:32:01:673',109,503,511,253,0,0,503,511,253,0,0,?,?,?,?
2052,'2018/04/23 22:32:01:768',109,507,511,253,0,0,507,511,253,0,0,?,?,?,?
2053,'2018/04/23 22:32:01:864',109,507,511,253,0,0,507,511,253,0,0,?,?,?,?
2054,'2018/04/23 22:32:01:962',109,507,511,253,0,0,507,511,253,0,0,?,?,?,?
2055,'2018/04/23 22:32:02:055',109,507,511,253,0,0,507,491,245,0,0,?,?,?,?
2056,'2018/04/23 22:32:02:057',109,507,511,253,0,0,507,491,245,0,0,?,?,?,?
2057,'2018/04/23 22:32:02:153',109,507,511,253,0,0,507,511,253,0,0,?,?,?,?
2058,'2018/04/23 22:32:02:249',109,507,511,253,0,0,507,511,253,0,0,?,?,?,?
2059,'2018/04/23 22:32:02:349',109,507,511,253,0,0,507,511,253,0,0,?,?,?,?
2060,'2018/04/23 22:32:02:440',109,507,511,253,0,0,507,511,253,0,0,?,?,?,?
2061,'2018/04/23 22:32:02:535',109,507,511,253,0,0,507,495,249,0,0,?,?,?,?
2062,'2018/04/23 22:32:02:538',109,507,511,253,0,0,507,495,249,0,0,?,?,?,?
2063,'2018/04/23 22:32:02:633',109,503,511,253,0,0,503,511,253,0,0,?,?,?,?
2064,'2018/04/23 22:32:02:728',109,503,511,253,0,0,507,495,249,0,0,?,?,?,?
2065,'2018/04/23 22:32:02:731',109,503,511,253,0,0,507,495,249,0,0,?,?,?,?
2066,'2018/04/23 22:32:02:826',109,507,511,253,0,0,507,511,253,0,0,?,?,?,?
2067,'2018/04/23 22:32:02:921',109,507,511,253,0,0,507,511,253,0,0,?,?,?,?
2068,'2018/04/23 22:32:03:016',109,507,511,253,0,0,507,511,253,0,0,?,?,?,?
2069,'2018/04/23 22:32:03:115',109,507,511,253,0,0,507,511,253,0,0,?,?,?,?
2070,'2018/04/23 22:32:03:209',109,507,511,253,0,0,507,511,253,0,0,?,?,?,?
2071,'2018/04/23 22:32:03:304',109,507,511,253,0,0,507,511,253,0,0,?,?,?,?
2072,'2018/04/23 22:32:03:400',109,507,511,249,0,0,507,511,249,0,0,?,?,?,?
2073,'2018/04/23 22:32:03:495',109,507,511,249,0,0,503,499,241,0,0,?,?,?,?
2074,'2018/04/23 22:32:03:498',109,507,511,249,0,0,503,499,241,0,0,?,?,?,?
2075,'2018/04/23 22:32:03:596',109,507,511,249,0,0,507,511,249,0,0,?,?,?,?
2076,'2018/04/23 22:32:03:688',109,507,511,253,0,0,507,511,253,0,0,?,?,?,?
2077,'2018/04/23 22:32:03:784',109,507,511,253,0,0,507,511,253,0,0,?,?,?,?
2078,'2018/04/23 22:32:03:883',109,507,511,253,0,0,507,511,253,0,0,?,?,?,?
2079,'2018/04/23 22:32:03:975',109,507,511,253,0,0,507,495,253,0,0,?,?,?,?
2080,'2018/04/23 22:32:03:979',109,507,511,253,0,0,507,495,253,0,0,?,?,?,?
2081,'2018/04/23 22:32:04:073',109,507,511,253,0,0,507,511,253,0,0,?,?,?,?
2082,'2018/04/23 22:32:04:168',109,507,507,253,0,0,507,507,253,0,0,?,?,?,?
2083,'2018/04/23 22:32:04:265',109,507,511,253,0,0,507,511,253,0,0,?,?,?,?
2084,'2018/04/23 22:32:04:362',109,507,511,253,0,0,507,511,253,0,0,?,?,?,?
2085,'2018/04/23 22:32:04:457',109,507,511,253,0,0,507,511,253,0,0,?,?,?,?
2086,'2018/04/23 22:32:04:553',109,507,511,253,0,0,507,511,253,0,0,?,?,?,?
2087,'2018/04/23 22:32:04:648',109,507,511,253,0,0,507,511,253,0,0,?,?,?,?
2088,'2018/04/23 22:32:04:747',109,507,507,253,0,0,507,507,253,0,0,?,?,?,?
2089,'2018/04/23 22:32:04:841',109,507,511,253,0,0,507,511,253,0,0,?,?,?,?
2090,'2018/04/23 22:32:04:935',109,507,511,253,0,0,507,495,245,0,0,?,?,?,?
2091,'2018/04/23 22:32:04:937',109,507,511,253,0,0,507,495,245,0,0,?,?,?,?
2092,'2018/04/23 22:32:05:033',109,507,511,253,0,0,507,511,253,0,0,?,?,?,?
2093,'2018/04/23 22:32:05:132',109,507,507,257,0,0,507,507,257,0,0,?,?,?,?
2094,'2018/04/23 22:32:05:224',109,507,511,253,0,0,507,511,253,0,0,?,?,?,?
2095,'2018/04/23 22:32:05:323',109,507,511,253,0,0,507,511,253,0,0,?,?,?,?
2096,'2018/04/23 22:32:05:416',109,507,511,253,0,0,507,495,249,0,0,?,?,?,?
2097,'2018/04/23 22:32:05:420',109,507,511,253,0,0,507,495,249,0,0,?,?,?,?
2098,'2018/04/23 22:32:05:516',109,507,511,249,0,0,507,511,249,0,0,?,?,?,?
2099,'2018/04/23 22:32:05:608',109,507,511,253,0,0,507,511,253,0,0,?,?,?,?
2100,'2018/04/23 22:32:05:705',109,507,511,253,0,0,507,511,253,0,0,?,?,?,?
2101,'2018/04/23 22:32:05:802',109,507,511,253,0,0,507,511,253,0,0,?,?,?,?
2102,'2018/04/23 22:32:05:896',109,507,511,253,0,0,503,495,245,0,0,?,?,?,?
2103,'2018/04/23 22:32:05:901',109,507,511,253,0,0,503,495,245,0,0,?,?,?,?
2104,'2018/04/23 22:32:05:995',109,507,511,253,0,0,507,511,253,0,0,?,?,?,?
2105,'2018/04/23 22:32:06:089',109,507,511,253,0,0,507,511,253,0,0,?,?,?,?
2106,'2018/04/23 22:32:06:185',109,507,511,249,0,0,507,511,249,0,0,?,?,?,?
2107,'2018/04/23 22:32:06:283',109,507,511,253,0,0,507,511,253,0,0,?,?,?,?
2108,'2018/04/23 22:32:06:379',109,507,511,253,0,0,507,511,253,0,0,?,?,?,?
2109,'2018/04/23 22:32:06:472',109,507,511,253,0,0,507,511,253,0,0,?,?,?,?
2110,'2018/04/23 22:32:06:569',109,507,511,253,0,0,507,511,253,0,0,?,?,?,?
2111,'2018/04/23 22:32:06:666',109,507,511,253,0,0,507,511,253,0,0,?,?,?,?
2112,'2018/04/23 22:32:06:762',109,503,507,253,0,0,503,507,253,0,0,?,?,?,?
2113,'2018/04/23 22:32:06:855',109,503,507,253,0,0,507,495,249,0,0,?,?,?,?
2114,'2018/04/23 22:32:06:857',109,503,507,253,0,0,507,495,249,0,0,?,?,?,?
2115,'2018/04/23 22:32:06:953',109,507,511,253,0,0,507,511,253,0,0,?,?,?,?
2116,'2018/04/23 22:32:07:050',109,507,507,253,0,0,507,507,253,0,0,?,?,?,?
2117,'2018/04/23 22:32:07:149',109,503,511,253,0,0,503,511,253,0,0,?,?,?,?
2118,'2018/04/23 22:32:07:240',109,507,511,253,0,0,507,511,253,0,0,?,?,?,?
2119,'2018/04/23 22:34:01:864',110,511,507,253,0,0,519,331,312,0,0,?,?,?,?
2120,'2018/04/23 22:34:01:866',110,511,507,253,0,0,519,331,312,0,0,?,?,?,?
2121,'2018/04/23 22:34:01:959',110,511,507,253,0,0,526,331,312,0,0,?,?,?,?
2122,'2018/04/23 22:34:01:961',110,511,507,253,0,0,526,331,312,0,0,?,?,?,?
2123,'2018/04/23 22:34:02:055',110,511,507,253,0,0,534,319,335,0,0,?,?,?,?
2124,'2018/04/23 22:34:02:057',110,511,507,253,0,0,534,319,335,0,0,?,?,?,?
2125,'2018/04/23 22:34:02:151',110,511,507,253,0,0,522,316,323,0,0,?,?,?,?
2126,'2018/04/23 22:34:02:153',110,511,507,253,0,0,522,316,323,0,0,?,?,?,?
2127,'2018/04/23 22:34:02:247',110,511,507,253,0,0,530,316,312,0,0,?,?,?,?
2128,'2018/04/23 22:34:02:249',110,511,507,253,0,0,530,316,312,0,0,?,?,?,?
2129,'2018/04/23 22:34:02:344',110,511,507,253,0,0,530,323,312,0,0,?,?,?,?
2130,'2018/04/23 22:34:02:346',110,511,507,253,0,0,530,323,312,0,0,?,?,?,?
2131,'2018/04/23 22:34:02:439',110,511,507,253,0,0,519,319,351,0,0,?,?,?,?
2132,'2018/04/23 22:34:02:443',110,511,507,253,0,0,519,319,351,0,0,?,?,?,?
2133,'2018/04/23 22:34:02:535',110,511,507,253,0,0,530,316,343,0,0,?,?,?,?
2134,'2018/04/23 22:34:02:537',110,511,507,253,0,0,530,316,343,0,0,?,?,?,?
2135,'2018/04/23 22:34:02:632',110,511,507,253,0,0,526,308,323,0,0,?,?,?,?
2136,'2018/04/23 22:34:02:636',110,511,507,253,0,0,526,308,323,0,0,?,?,?,?
2137,'2018/04/23 22:34:02:727',110,511,507,253,0,0,526,312,327,0,0,?,?,?,?
2138,'2018/04/23 22:34:02:728',110,511,507,253,0,0,526,312,327,0,0,?,?,?,?
2139,'2018/04/23 22:34:02:824',110,511,507,253,0,0,526,319,331,0,0,?,?,?,?
2140,'2018/04/23 22:34:02:826',110,511,507,253,0,0,526,319,331,0,0,?,?,?,?
2141,'2018/04/23 22:34:02:919',110,511,507,253,0,0,534,323,319,0,0,?,?,?,?
2142,'2018/04/23 22:34:02:921',110,511,507,253,0,0,534,323,319,0,0,?,?,?,?
2143,'2018/04/23 22:34:03:016',110,511,507,253,0,0,526,312,339,0,0,?,?,?,?
2144,'2018/04/23 22:34:03:019',110,511,507,253,0,0,526,312,339,0,0,?,?,?,?
2145,'2018/04/23 22:34:03:783',111,511,507,253,0,0,530,312,335,0,0,?,?,?,?
