@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute accLH {0,1,2,3,4,5}
@attribute buttonsLH {0,1,2,3}
@attribute accRH {0,1,2,3,4,5}
@attribute buttonsRH {0,1,2,3}

@data
2425,'2018/04/23 22:35:35:609',117,643,554,312,0,0,643,554,312,0,0,?,?,?,?
2426,'2018/04/23 22:35:35:704',117,643,554,312,0,0,503,534,249,0,0,?,?,?,?
2427,'2018/04/23 22:35:35:706',117,643,554,312,0,0,503,534,249,0,0,?,?,?,?
2428,'2018/04/23 22:35:35:800',117,643,554,312,0,0,503,534,249,0,0,?,?,?,?
2429,'2018/04/23 22:35:35:802',117,643,554,312,0,0,503,534,249,0,0,?,?,?,?
2430,'2018/04/23 22:35:35:896',117,643,554,312,0,0,503,534,249,0,0,?,?,?,?
2431,'2018/04/23 22:35:35:898',117,643,554,312,0,0,503,534,249,0,0,?,?,?,?
2432,'2018/04/23 22:35:35:992',117,643,554,312,0,0,503,534,249,0,0,?,?,?,?
2433,'2018/04/23 22:35:35:993',117,643,554,312,0,0,503,534,249,0,0,?,?,?,?
2434,'2018/04/23 22:35:36:088',117,643,554,312,0,0,503,534,249,0,0,?,?,?,?
2435,'2018/04/23 22:35:36:090',117,643,554,312,0,0,503,534,249,0,0,?,?,?,?
2436,'2018/04/23 22:35:36:184',117,643,554,312,0,0,503,534,249,0,0,?,?,?,?
2437,'2018/04/23 22:35:36:186',117,643,554,312,0,0,503,534,249,0,0,?,?,?,?
2438,'2018/04/23 22:35:36:279',117,643,554,312,0,0,503,538,249,0,0,?,?,?,?
2439,'2018/04/23 22:35:36:282',117,643,554,312,0,0,503,538,249,0,0,?,?,?,?
2440,'2018/04/23 22:35:36:375',117,643,554,312,0,0,503,534,249,0,0,?,?,?,?
2441,'2018/04/23 22:35:36:378',117,643,554,312,0,0,503,534,249,0,0,?,?,?,?
2442,'2018/04/23 22:35:36:471',117,643,554,312,0,0,503,534,249,0,0,?,?,?,?
2443,'2018/04/23 22:35:36:473',117,643,554,312,0,0,503,534,249,0,0,?,?,?,?
2444,'2018/04/23 22:35:36:568',117,643,554,312,0,0,503,534,249,0,0,?,?,?,?
2445,'2018/04/23 22:35:36:570',117,643,554,312,0,0,503,534,249,0,0,?,?,?,?
2446,'2018/04/23 22:35:40:886',118,284,495,362,0,0,503,534,249,0,0,?,?,?,?
2447,'2018/04/23 22:35:40:889',118,284,495,362,0,0,503,534,249,0,0,?,?,?,?
2448,'2018/04/23 22:35:40:983',118,284,495,362,0,0,499,538,249,0,0,?,?,?,?
2449,'2018/04/23 22:35:40:985',118,284,495,362,0,0,499,538,249,0,0,?,?,?,?
2450,'2018/04/23 22:35:41:080',118,284,495,362,0,0,503,534,249,0,0,?,?,?,?
2451,'2018/04/23 22:35:41:082',118,284,495,362,0,0,503,534,249,0,0,?,?,?,?
2452,'2018/04/23 22:35:41:175',118,284,495,362,0,0,503,534,245,0,0,?,?,?,?
2453,'2018/04/23 22:35:41:177',118,284,495,362,0,0,503,534,245,0,0,?,?,?,?
2454,'2018/04/23 22:35:41:271',118,284,495,362,0,0,503,534,249,0,0,?,?,?,?
2455,'2018/04/23 22:35:41:273',118,284,495,362,0,0,503,534,249,0,0,?,?,?,?
2456,'2018/04/23 22:35:41:368',118,288,515,370,0,0,288,515,370,0,0,?,?,?,?
2457,'2018/04/23 22:35:41:463',118,288,515,370,0,0,503,534,249,0,0,?,?,?,?
2458,'2018/04/23 22:35:41:465',118,288,515,370,0,0,503,534,249,0,0,?,?,?,?
2459,'2018/04/23 22:35:41:558',118,288,515,370,0,0,503,534,249,0,0,?,?,?,?
2460,'2018/04/23 22:35:41:560',118,288,515,370,0,0,503,534,249,0,0,?,?,?,?
2461,'2018/04/23 22:35:41:655',118,288,515,370,0,0,503,534,249,0,0,?,?,?,?
2462,'2018/04/23 22:35:41:657',118,288,515,370,0,0,503,534,249,0,0,?,?,?,?
2463,'2018/04/23 22:35:41:750',118,288,515,370,0,0,503,530,249,0,0,?,?,?,?
2464,'2018/04/23 22:35:41:755',118,288,515,370,0,0,503,530,249,0,0,?,?,?,?
2465,'2018/04/23 22:35:41:847',118,288,515,370,0,0,503,534,245,0,0,?,?,?,?
2466,'2018/04/23 22:35:41:849',118,288,515,370,0,0,503,534,245,0,0,?,?,?,?
2467,'2018/04/23 22:35:41:943',118,288,515,370,0,0,503,534,249,0,0,?,?,?,?
2468,'2018/04/23 22:35:41:945',118,288,515,370,0,0,503,534,249,0,0,?,?,?,?
2469,'2018/04/23 22:35:42:039',118,288,515,370,0,0,503,534,249,0,0,?,?,?,?
2470,'2018/04/23 22:35:42:040',118,288,515,370,0,0,503,534,249,0,0,?,?,?,?
2471,'2018/04/23 22:35:42:135',118,288,515,370,0,0,503,530,249,0,0,?,?,?,?
2472,'2018/04/23 22:35:42:137',118,288,515,370,0,0,503,530,249,0,0,?,?,?,?
2473,'2018/04/23 22:35:42:232',118,288,515,370,0,0,503,534,249,0,0,?,?,?,?
2474,'2018/04/23 22:35:42:233',118,288,515,370,0,0,503,534,249,0,0,?,?,?,?
2475,'2018/04/23 22:35:42:327',118,288,515,370,0,0,503,534,249,0,0,?,?,?,?
2476,'2018/04/23 22:35:42:329',118,288,515,370,0,0,503,534,249,0,0,?,?,?,?
2477,'2018/04/23 22:35:42:423',118,288,515,370,0,0,503,534,249,0,0,?,?,?,?
2478,'2018/04/23 22:35:42:425',118,288,515,370,0,0,503,534,249,0,0,?,?,?,?
2479,'2018/04/23 22:35:42:520',118,288,515,370,0,0,503,534,249,0,0,?,?,?,?
2480,'2018/04/23 22:35:42:523',118,288,515,370,0,0,503,534,249,0,0,?,?,?,?
2481,'2018/04/23 22:35:42:615',118,288,515,370,0,0,503,534,249,0,0,?,?,?,?
2482,'2018/04/23 22:35:42:617',118,288,515,370,0,0,503,534,249,0,0,?,?,?,?
2483,'2018/04/23 22:35:42:711',118,288,515,370,0,0,499,534,249,0,0,?,?,?,?
2484,'2018/04/23 22:35:42:713',118,288,515,370,0,0,499,534,249,0,0,?,?,?,?
2485,'2018/04/23 22:35:42:809',118,292,519,370,0,0,292,519,370,0,0,?,?,?,?
2486,'2018/04/23 22:35:42:903',118,292,519,370,0,0,499,534,249,0,0,?,?,?,?
2487,'2018/04/23 22:35:42:905',118,292,519,370,0,0,499,534,249,0,0,?,?,?,?
2488,'2018/04/23 22:35:42:999',118,292,519,370,0,0,507,534,249,0,0,?,?,?,?
2489,'2018/04/23 22:35:43:001',118,292,519,370,0,0,507,534,249,0,0,?,?,?,?
2490,'2018/04/23 22:35:43:095',118,292,519,370,0,0,499,534,249,0,0,?,?,?,?
2491,'2018/04/23 22:35:43:097',118,292,519,370,0,0,499,534,249,0,0,?,?,?,?
2492,'2018/04/23 22:35:43:191',118,292,519,370,0,0,503,534,249,0,0,?,?,?,?
2493,'2018/04/23 22:35:43:194',118,292,519,370,0,0,503,534,249,0,0,?,?,?,?
2494,'2018/04/23 22:35:43:288',118,292,519,370,0,0,499,534,245,0,0,?,?,?,?
2495,'2018/04/23 22:35:43:291',118,292,519,370,0,0,499,534,245,0,0,?,?,?,?
2496,'2018/04/23 22:35:43:383',118,292,519,370,0,0,503,534,253,0,0,?,?,?,?
2497,'2018/04/23 22:35:43:389',118,292,519,370,0,0,503,534,253,0,0,?,?,?,?
2498,'2018/04/23 22:35:43:479',118,292,519,370,0,0,499,534,245,0,0,?,?,?,?
2499,'2018/04/23 22:35:43:482',118,292,519,370,0,0,499,534,245,0,0,?,?,?,?
2500,'2018/04/23 22:35:43:575',118,292,519,370,0,0,503,534,249,0,0,?,?,?,?
2501,'2018/04/23 22:35:43:577',118,292,519,370,0,0,503,534,249,0,0,?,?,?,?
2502,'2018/04/23 22:35:43:671',118,292,519,370,0,0,503,534,249,0,0,?,?,?,?
2503,'2018/04/23 22:35:43:673',118,292,519,370,0,0,503,534,249,0,0,?,?,?,?
2504,'2018/04/23 22:35:43:767',118,292,519,370,0,0,503,534,249,0,0,?,?,?,?
2505,'2018/04/23 22:35:43:770',118,292,519,370,0,0,503,534,249,0,0,?,?,?,?
2506,'2018/04/23 22:35:43:863',118,292,519,370,0,0,503,534,249,0,0,?,?,?,?
2507,'2018/04/23 22:35:43:865',118,292,519,370,0,0,503,534,249,0,0,?,?,?,?
2508,'2018/04/23 22:35:43:959',118,292,519,370,0,0,503,534,249,0,0,?,?,?,?
2509,'2018/04/23 22:35:43:961',118,292,519,370,0,0,503,534,249,0,0,?,?,?,?
2510,'2018/04/23 22:35:44:055',118,292,519,370,0,0,499,534,249,0,0,?,?,?,?
2511,'2018/04/23 22:35:44:057',118,292,519,370,0,0,499,534,249,0,0,?,?,?,?
2512,'2018/04/23 22:35:44:151',118,292,519,370,0,0,503,534,249,0,0,?,?,?,?
2513,'2018/04/23 22:35:44:153',118,292,519,370,0,0,503,534,249,0,0,?,?,?,?
2514,'2018/04/23 22:35:44:248',118,280,491,386,0,0,280,491,386,0,0,?,?,?,?
2515,'2018/04/23 22:37:34:709',119,487,487,405,0,0,487,487,405,0,0,?,?,?,?
2516,'2018/04/23 22:37:34:803',119,487,487,405,0,0,522,464,191,0,0,?,?,?,?
2517,'2018/04/23 22:37:34:805',119,487,487,405,0,0,522,464,191,0,0,?,?,?,?
2518,'2018/04/23 22:37:34:899',119,487,487,405,0,0,565,433,156,0,0,?,?,?,?
2519,'2018/04/23 22:37:34:903',119,487,487,405,0,0,565,433,156,0,0,?,?,?,?
2520,'2018/04/23 22:37:34:995',119,487,487,405,0,0,538,464,249,0,0,?,?,?,?
2521,'2018/04/23 22:37:34:999',119,487,487,405,0,0,538,464,249,0,0,?,?,?,?
2522,'2018/04/23 22:37:35:091',119,487,487,405,0,0,530,507,347,0,0,?,?,?,?
2523,'2018/04/23 22:37:35:187',119,487,487,405,0,0,561,444,296,0,0,?,?,?,?
2524,'2018/04/23 22:37:35:283',119,487,487,405,0,0,546,495,128,0,0,?,?,?,?
2525,'2018/04/23 22:37:35:287',119,487,487,405,0,0,546,495,128,0,0,?,?,?,?
2526,'2018/04/23 22:37:35:379',119,487,487,405,0,0,561,519,214,0,0,?,?,?,?
2527,'2018/04/23 22:37:35:385',119,487,487,405,0,0,561,519,214,0,0,?,?,?,?
2528,'2018/04/23 22:37:35:475',119,487,487,405,0,0,561,511,335,0,0,?,?,?,?
2529,'2018/04/23 22:37:35:479',119,487,487,405,0,0,561,511,335,0,0,?,?,?,?
2530,'2018/04/23 22:37:35:572',119,487,487,405,0,0,503,515,331,0,0,?,?,?,?
2531,'2018/04/23 22:37:35:574',119,487,487,405,0,0,503,515,331,0,0,?,?,?,?
2532,'2018/04/23 22:37:35:667',119,487,487,405,0,0,558,433,156,0,0,?,?,?,?
2533,'2018/04/23 22:37:35:670',119,487,487,405,0,0,558,433,156,0,0,?,?,?,?
2534,'2018/04/23 22:37:35:764',119,487,487,405,0,0,546,468,195,0,0,?,?,?,?
2535,'2018/04/23 22:37:35:767',119,487,487,405,0,0,546,468,195,0,0,?,?,?,?
2536,'2018/04/23 22:37:35:860',119,487,487,405,0,0,519,499,335,0,0,?,?,?,?
2537,'2018/04/23 22:37:35:866',119,487,487,405,0,0,519,499,335,0,0,?,?,?,?
2538,'2018/04/23 22:37:35:955',119,487,487,405,0,0,522,530,347,0,0,?,?,?,?
2539,'2018/04/23 22:37:35:958',119,487,487,405,0,0,522,530,347,0,0,?,?,?,?
2540,'2018/04/23 22:37:36:051',119,487,487,405,0,0,561,472,171,0,0,?,?,?,?
2541,'2018/04/23 22:37:36:054',119,487,487,405,0,0,561,472,171,0,0,?,?,?,?
2542,'2018/04/23 22:37:36:148',119,487,487,405,0,0,558,507,109,0,0,?,?,?,?
2543,'2018/04/23 22:37:36:152',119,487,487,405,0,0,558,507,109,0,0,?,?,?,?
2544,'2018/04/23 22:37:36:244',119,487,487,405,0,0,546,507,312,0,0,?,?,?,?
2545,'2018/04/23 22:37:36:248',119,487,487,405,0,0,546,507,312,0,0,?,?,?,?
2546,'2018/04/23 22:37:36:339',119,487,487,405,0,0,522,495,386,0,0,?,?,?,?
2547,'2018/04/23 22:37:36:340',119,487,487,405,0,0,522,495,386,0,0,?,?,?,?
2548,'2018/04/23 22:37:36:435',119,487,487,405,0,0,534,456,238,0,0,?,?,?,?
2549,'2018/04/23 22:37:36:532',119,487,487,405,0,0,561,468,136,0,0,?,?,?,?
2550,'2018/04/23 22:37:36:536',119,487,487,405,0,0,561,468,136,0,0,?,?,?,?
2551,'2018/04/23 22:37:36:627',119,487,487,405,0,0,546,472,269,0,0,?,?,?,?
2552,'2018/04/23 22:37:36:632',119,487,487,405,0,0,546,472,269,0,0,?,?,?,?
2553,'2018/04/23 22:37:36:725',119,487,487,405,0,0,503,507,343,0,0,?,?,?,?
2554,'2018/04/23 22:37:36:727',119,487,487,405,0,0,503,507,343,0,0,?,?,?,?
2555,'2018/04/23 22:37:36:819',119,487,487,405,0,0,526,444,335,0,0,?,?,?,?
2556,'2018/04/23 22:37:36:821',119,487,487,405,0,0,526,444,335,0,0,?,?,?,?
2557,'2018/04/23 22:37:36:915',119,487,487,405,0,0,573,499,140,0,0,?,?,?,?
2558,'2018/04/23 22:37:36:921',119,487,487,405,0,0,573,499,140,0,0,?,?,?,?
2559,'2018/04/23 22:37:37:012',119,487,487,405,0,0,519,491,191,0,0,?,?,?,?
2560,'2018/04/23 22:37:37:110',119,487,487,405,0,0,546,499,316,0,0,?,?,?,?
2561,'2018/04/23 22:37:40:276',120,476,499,253,0,0,526,452,167,0,0,?,?,?,?
2562,'2018/04/23 22:37:40:278',120,476,499,253,0,0,526,452,167,0,0,?,?,?,?
2563,'2018/04/23 22:37:40:371',120,476,499,253,0,0,542,468,238,0,0,?,?,?,?
2564,'2018/04/23 22:37:40:373',120,476,499,253,0,0,542,468,238,0,0,?,?,?,?
2565,'2018/04/23 22:37:40:470',120,507,499,331,0,0,507,499,331,0,0,?,?,?,?
2566,'2018/04/23 22:37:40:568',120,476,456,261,0,0,476,456,261,0,0,?,?,?,?
2567,'2018/04/23 22:37:40:660',120,487,503,136,0,0,487,503,136,0,0,?,?,?,?
2568,'2018/04/23 22:37:40:756',120,456,440,210,0,0,456,440,210,0,0,?,?,?,?
2569,'2018/04/23 22:37:40:854',120,499,511,277,0,0,499,511,277,0,0,?,?,?,?
2570,'2018/04/23 22:37:40:947',120,499,511,277,0,0,503,464,316,0,0,?,?,?,?
2571,'2018/04/23 22:37:40:954',120,499,511,277,0,0,503,464,316,0,0,?,?,?,?
2572,'2018/04/23 22:37:41:046',120,468,487,222,0,0,468,487,222,0,0,?,?,?,?
2573,'2018/04/23 22:37:41:141',120,472,487,230,0,0,472,487,230,0,0,?,?,?,?
2574,'2018/04/23 22:37:41:238',120,495,487,265,0,0,495,487,265,0,0,?,?,?,?
2575,'2018/04/23 22:37:41:338',120,499,495,269,0,0,499,495,269,0,0,?,?,?,?
2576,'2018/04/23 22:37:41:428',120,499,495,269,0,0,526,464,253,0,0,?,?,?,?
2577,'2018/04/23 22:37:41:525',120,499,491,245,0,0,499,491,245,0,0,?,?,?,?
2578,'2018/04/23 22:37:41:620',120,479,468,253,0,0,479,468,253,0,0,?,?,?,?
2579,'2018/04/23 22:37:41:720',120,491,476,257,0,0,491,476,257,0,0,?,?,?,?
2580,'2018/04/23 22:37:41:814',120,487,479,261,0,0,487,479,261,0,0,?,?,?,?
2581,'2018/04/23 22:37:41:910',120,479,476,253,0,0,479,476,253,0,0,?,?,?,?
2582,'2018/04/23 22:37:42:005',120,491,479,249,0,0,491,479,249,0,0,?,?,?,?
2583,'2018/04/23 22:37:42:103',120,491,479,253,0,0,491,479,253,0,0,?,?,?,?
2584,'2018/04/23 22:37:42:198',120,495,483,245,0,0,495,483,245,0,0,?,?,?,?
2585,'2018/04/23 22:37:42:292',120,483,503,249,0,0,483,503,249,0,0,?,?,?,?
2586,'2018/04/23 22:37:42:387',120,483,503,249,0,0,519,448,269,0,0,?,?,?,?
2587,'2018/04/23 22:37:42:487',120,479,495,234,0,0,479,495,234,0,0,?,?,?,?
2588,'2018/04/23 22:37:42:584',120,483,479,269,0,0,483,479,269,0,0,?,?,?,?
2589,'2018/04/23 22:37:42:677',120,487,472,261,0,0,487,472,261,0,0,?,?,?,?
2590,'2018/04/23 22:37:42:773',120,487,479,245,0,0,487,479,245,0,0,?,?,?,?
2591,'2018/04/23 22:37:42:867',120,487,479,245,0,0,522,464,245,0,0,?,?,?,?
2592,'2018/04/23 22:37:42:872',120,487,479,245,0,0,522,464,245,0,0,?,?,?,?
2593,'2018/04/23 22:37:42:971',120,491,479,257,0,0,491,479,257,0,0,?,?,?,?
2594,'2018/04/23 22:37:43:070',120,491,476,253,0,0,491,476,253,0,0,?,?,?,?
2595,'2018/04/23 22:51:29:545',121,468,526,253,0,0,468,526,253,0,0,?,?,?,?
2596,'2018/04/23 22:51:29:641',121,464,526,253,0,0,464,526,253,0,0,?,?,?,?
2597,'2018/04/23 22:51:29:737',121,464,526,253,0,0,542,511,253,0,0,?,?,?,?
2598,'2018/04/23 22:51:29:739',121,464,526,253,0,0,542,511,253,0,0,?,?,?,?
2599,'2018/04/23 22:51:29:834',121,468,526,261,0,0,468,526,261,0,0,?,?,?,?
2600,'2018/04/23 22:51:29:930',121,460,526,253,0,0,460,526,253,0,0,?,?,?,?
2601,'2018/04/23 22:51:30:026',121,468,526,253,0,0,468,526,253,0,0,?,?,?,?
2602,'2018/04/23 22:51:30:119',121,468,526,253,0,0,542,507,253,0,0,?,?,?,?
2603,'2018/04/23 22:51:30:121',121,468,526,253,0,0,542,507,253,0,0,?,?,?,?
2604,'2018/04/23 22:51:30:217',121,468,522,261,0,0,468,522,261,0,0,?,?,?,?
2605,'2018/04/23 22:51:30:313',121,464,522,257,0,0,464,522,257,0,0,?,?,?,?
2606,'2018/04/23 22:51:30:410',121,464,522,257,0,0,464,522,257,0,0,?,?,?,?
2607,'2018/04/23 22:51:30:504',121,464,522,257,0,0,534,507,253,0,0,?,?,?,?
2608,'2018/04/23 22:51:30:506',121,464,522,257,0,0,534,507,253,0,0,?,?,?,?
2609,'2018/04/23 22:51:30:601',121,464,522,257,0,0,464,522,257,0,0,?,?,?,?
2610,'2018/04/23 22:51:30:700',121,464,522,253,0,0,464,522,253,0,0,?,?,?,?
2611,'2018/04/23 22:51:30:791',121,464,522,253,0,0,538,511,249,0,0,?,?,?,?
2612,'2018/04/23 22:51:30:793',121,464,522,253,0,0,538,511,249,0,0,?,?,?,?
2613,'2018/04/23 22:51:30:889',121,468,522,253,0,0,468,522,253,0,0,?,?,?,?
2614,'2018/04/23 22:51:30:985',121,464,519,257,0,0,464,519,257,0,0,?,?,?,?
2615,'2018/04/23 22:51:31:082',121,464,522,253,0,0,464,522,253,0,0,?,?,?,?
2616,'2018/04/23 22:51:31:177',121,464,522,253,0,0,464,522,253,0,0,?,?,?,?
2617,'2018/04/23 22:51:31:273',121,468,519,257,0,0,468,519,257,0,0,?,?,?,?
2618,'2018/04/23 22:51:31:370',121,460,522,257,0,0,460,522,257,0,0,?,?,?,?
2619,'2018/04/23 22:51:31:467',121,472,530,241,0,0,472,530,241,0,0,?,?,?,?
2620,'2018/04/23 22:51:31:559',121,472,530,241,0,0,538,515,249,0,0,?,?,?,?
2621,'2018/04/23 22:51:31:561',121,472,530,241,0,0,538,515,249,0,0,?,?,?,?
2622,'2018/04/23 22:51:31:657',121,479,522,261,0,0,479,522,261,0,0,?,?,?,?
2623,'2018/04/23 22:51:31:752',121,464,530,245,0,0,464,530,245,0,0,?,?,?,?
2624,'2018/04/23 22:51:31:851',121,460,519,261,0,0,460,519,261,0,0,?,?,?,?
2625,'2018/04/23 22:51:31:944',121,460,519,261,0,0,538,503,253,0,0,?,?,?,?
2626,'2018/04/23 22:51:31:946',121,460,519,261,0,0,538,503,253,0,0,?,?,?,?
2627,'2018/04/23 22:51:32:040',121,464,522,253,0,0,464,522,253,0,0,?,?,?,?
2628,'2018/04/23 22:51:32:137',121,468,519,253,0,0,468,519,253,0,0,?,?,?,?
2629,'2018/04/23 22:51:32:233',121,468,519,253,0,0,538,507,257,0,0,?,?,?,?
2630,'2018/04/23 22:51:32:236',121,468,519,253,0,0,538,507,257,0,0,?,?,?,?
2631,'2018/04/23 22:51:32:327',121,468,519,253,0,0,542,507,253,0,0,?,?,?,?
2632,'2018/04/23 22:51:32:329',121,468,519,253,0,0,542,507,253,0,0,?,?,?,?
2633,'2018/04/23 22:51:32:426',121,468,522,253,0,0,468,522,253,0,0,?,?,?,?
2634,'2018/04/23 22:51:32:521',121,468,515,261,0,0,468,515,261,0,0,?,?,?,?
2635,'2018/04/23 22:51:32:616',121,468,515,261,0,0,538,511,249,0,0,?,?,?,?
2636,'2018/04/23 22:51:32:619',121,468,515,261,0,0,538,511,249,0,0,?,?,?,?
2637,'2018/04/23 22:51:32:713',121,476,519,253,0,0,476,519,253,0,0,?,?,?,?
2638,'2018/04/23 22:51:32:809',121,452,530,241,0,0,452,530,241,0,0,?,?,?,?
2639,'2018/04/23 22:51:32:905',121,468,515,265,0,0,468,515,265,0,0,?,?,?,?
2640,'2018/04/23 22:51:33:000',121,468,515,265,0,0,546,503,257,0,0,?,?,?,?
2641,'2018/04/23 22:51:33:005',121,468,515,265,0,0,546,503,257,0,0,?,?,?,?
2642,'2018/04/23 22:51:33:098',121,464,515,257,0,0,464,515,257,0,0,?,?,?,?
2643,'2018/04/23 22:51:33:194',121,468,526,253,0,0,468,526,253,0,0,?,?,?,?
2644,'2018/04/23 22:51:33:290',121,460,526,249,0,0,460,526,249,0,0,?,?,?,?
2645,'2018/04/23 22:51:33:384',121,460,526,249,0,0,554,491,261,0,0,?,?,?,?
2646,'2018/04/23 22:51:33:386',121,460,526,249,0,0,554,491,261,0,0,?,?,?,?
2647,'2018/04/23 22:51:33:481',121,468,546,245,0,0,468,546,245,0,0,?,?,?,?
2648,'2018/04/23 22:51:33:577',121,448,507,265,0,0,448,507,265,0,0,?,?,?,?
2649,'2018/04/23 22:51:33:672',121,448,507,265,0,0,534,515,249,0,0,?,?,?,?
2650,'2018/04/23 22:51:33:674',121,448,507,265,0,0,534,515,249,0,0,?,?,?,?
2651,'2018/04/23 22:51:33:767',121,448,507,265,0,0,542,499,261,0,0,?,?,?,?
2652,'2018/04/23 22:51:33:773',121,448,507,265,0,0,542,499,261,0,0,?,?,?,?
2653,'2018/04/23 22:51:33:866',121,464,507,253,0,0,464,507,253,0,0,?,?,?,?
2654,'2018/04/23 22:51:33:961',121,468,507,257,0,0,468,507,257,0,0,?,?,?,?
2655,'2018/04/23 22:51:34:056',121,468,507,257,0,0,546,495,261,0,0,?,?,?,?
2656,'2018/04/23 22:51:34:058',121,468,507,257,0,0,546,495,261,0,0,?,?,?,?
2657,'2018/04/23 22:51:49:716',122,682,581,355,0,0,682,581,355,0,0,?,?,?,?
2658,'2018/04/23 22:51:49:813',122,682,585,359,0,0,682,585,359,0,0,?,?,?,?
2659,'2018/04/23 22:51:49:908',122,682,581,359,0,0,682,581,359,0,0,?,?,?,?
2660,'2018/04/23 22:51:50:003',122,682,581,359,0,0,667,558,319,0,0,?,?,?,?
2661,'2018/04/23 22:51:50:004',122,682,581,359,0,0,667,558,319,0,0,?,?,?,?
2662,'2018/04/23 22:51:50:101',122,682,581,359,0,0,682,581,359,0,0,?,?,?,?
2663,'2018/04/23 22:51:50:198',122,682,581,359,0,0,682,581,359,0,0,?,?,?,?
2664,'2018/04/23 22:51:50:293',122,679,581,355,0,0,679,581,355,0,0,?,?,?,?
2665,'2018/04/23 22:51:50:387',122,679,581,355,0,0,667,554,323,0,0,?,?,?,?
2666,'2018/04/23 22:51:50:390',122,679,581,355,0,0,667,554,323,0,0,?,?,?,?
2667,'2018/04/23 22:51:50:485',122,682,581,355,0,0,682,581,355,0,0,?,?,?,?
2668,'2018/04/23 22:51:50:582',122,686,589,359,0,0,686,589,359,0,0,?,?,?,?
2669,'2018/04/23 22:51:50:676',122,682,577,355,0,0,682,577,355,0,0,?,?,?,?
2670,'2018/04/23 22:51:50:773',122,686,585,355,0,0,686,585,355,0,0,?,?,?,?
2671,'2018/04/23 22:51:50:867',122,686,585,355,0,0,671,554,323,0,0,?,?,?,?
2672,'2018/04/23 22:51:50:869',122,686,585,355,0,0,671,554,323,0,0,?,?,?,?
2673,'2018/04/23 22:51:50:965',122,682,581,359,0,0,682,581,359,0,0,?,?,?,?
2674,'2018/04/23 22:51:51:060',122,682,577,362,0,0,682,577,362,0,0,?,?,?,?
2675,'2018/04/23 22:51:51:158',122,682,585,355,0,0,682,585,355,0,0,?,?,?,?
2676,'2018/04/23 22:51:51:254',122,679,581,355,0,0,679,581,355,0,0,?,?,?,?
2677,'2018/04/23 22:51:51:348',122,682,581,362,0,0,682,581,362,0,0,?,?,?,?
2678,'2018/04/23 22:51:51:444',122,682,581,359,0,0,682,581,359,0,0,?,?,?,?
2679,'2018/04/23 22:51:51:540',122,682,585,355,0,0,682,585,355,0,0,?,?,?,?
2680,'2018/04/23 22:51:51:637',122,682,585,359,0,0,682,585,359,0,0,?,?,?,?
2681,'2018/04/23 22:51:51:733',122,682,577,362,0,0,682,577,362,0,0,?,?,?,?
2682,'2018/04/23 22:51:51:828',122,682,577,362,0,0,671,554,319,0,0,?,?,?,?
2683,'2018/04/23 22:51:51:830',122,682,577,362,0,0,671,554,319,0,0,?,?,?,?
2684,'2018/04/23 22:51:51:926',122,682,585,359,0,0,682,585,359,0,0,?,?,?,?
2685,'2018/04/23 22:51:52:021',122,679,581,359,0,0,679,581,359,0,0,?,?,?,?
2686,'2018/04/23 22:51:52:117',122,682,589,355,0,0,682,589,355,0,0,?,?,?,?
2687,'2018/04/23 22:51:52:212',122,682,577,366,0,0,682,577,366,0,0,?,?,?,?
2688,'2018/04/23 22:51:52:308',122,682,577,366,0,0,675,554,319,0,0,?,?,?,?
2689,'2018/04/23 22:51:52:310',122,682,577,366,0,0,675,554,319,0,0,?,?,?,?
2690,'2018/04/23 22:51:52:405',122,686,585,359,0,0,686,585,359,0,0,?,?,?,?
2691,'2018/04/23 22:51:52:501',122,682,581,362,0,0,682,581,362,0,0,?,?,?,?
2692,'2018/04/23 22:51:52:597',122,682,585,359,0,0,682,585,359,0,0,?,?,?,?
2693,'2018/04/23 22:51:52:696',122,682,585,359,0,0,682,585,359,0,0,?,?,?,?
2694,'2018/04/23 22:51:52:790',122,679,585,355,0,0,679,585,355,0,0,?,?,?,?
2695,'2018/04/23 22:51:52:885',122,682,585,351,0,0,682,585,351,0,0,?,?,?,?
2696,'2018/04/23 22:51:52:980',122,679,581,359,0,0,679,581,359,0,0,?,?,?,?
2697,'2018/04/23 22:51:53:077',122,686,581,366,0,0,686,581,366,0,0,?,?,?,?
2698,'2018/04/23 22:51:53:173',122,690,573,370,0,0,690,573,370,0,0,?,?,?,?
2699,'2018/04/23 22:51:53:268',122,690,573,370,0,0,690,550,343,0,0,?,?,?,?
2700,'2018/04/23 22:51:53:270',122,690,573,370,0,0,690,550,343,0,0,?,?,?,?
2701,'2018/04/23 22:51:53:365',122,694,577,370,0,0,694,577,370,0,0,?,?,?,?
2702,'2018/04/23 22:51:53:461',122,694,577,378,0,0,694,577,378,0,0,?,?,?,?
2703,'2018/04/23 22:51:53:556',122,694,577,386,0,0,694,577,386,0,0,?,?,?,?
